sample_id,asv_score,source,is_hallucination,has_repetition,repetition_rate,has_sentence_rep,sentence_rep_rate,has_incoherence,lexical_diversity,text,category
halueval_qa_3215,0.56231884057971,halueval,False,False,0.07142857142857142,False,0.0,False,0.9444444444444444,"The 2007 AFI (Australian Film Institute) Best Supporting Actress winner was Emma Booth, who was born in 1982.",middle
halueval_qa_1183,0.5627450980392157,halueval,False,False,0.125,False,0.0,False,1.0,Anja Salomonowitz and Wendy Toye both shared the occupation of film director.,middle
fever_3119,0.5627450980392157,fever,False,False,0.05,True,0.5,False,0.875,"No, that claim is not factually correct. The University of Illinois at Chicago (UIC) is located in Chicago, Illinois, United States, not in Jamaica.",middle
halueval_qa_3929,0.5633333333333334,halueval,False,False,0.06666666666666667,True,0.5,False,0.7894736842105263,"Squirrel Nut Zippers were formed earlier. They were formed in 1993, while The Gaslight Anthem was formed in 2006.",middle
halueval_qa_2655,0.5633333333333334,halueval,False,False,0.07142857142857142,False,0.0,False,0.9444444444444444,The American animated cartoon franchise created for Hanna-Barbera Productions by Joe Ruby was also co-created by Ken Spears.,middle
halueval_qa_2641,0.5636363636363635,halueval,False,False,0.09090909090909091,False,0.0,False,1.0,"Luis Gianneo taught Ariel Ramírez, who became considered a chief exponent of Argentine folk music.",middle
halueval_qa_1934,0.5636363636363635,halueval,False,False,0.1,False,0.0,False,0.8571428571428571,"The costume designer for ""Homage to the Queen"" was Léon Bakst, who was Russian.",middle
fever_154239,0.5645833333333332,fever,False,False,0.05263157894736842,True,0.5,False,0.9565217391304348,"No, the claim is not factually correct. ""Fist of Legend,"" a martial arts film starring Jet Li, was released in 1994, not 1960.",middle
halueval_qa_1384,0.5645833333333332,halueval,False,False,0.14285714285714285,False,0.0,False,0.8181818181818182,Guadarrama National Park and Teide National Park are both in Spain.,middle
halueval_qa_4408,0.5653846153846154,halueval,False,False,0.058823529411764705,False,0.0,False,0.9523809523809523,"Walt Housman attended Cherry Hill High School West, a public secondary school that has the capacity to hold around 1400 students.",middle
halueval_qa_1009,0.5653846153846154,halueval,False,False,0.03225806451612903,True,0.5,False,0.8285714285714286,"The television show that originally aired on December 29, 1996, is likely ""Moesha,"" which had an episode air on that date. The creator of ""Moesha,"" Ralph Farquhar, is a graduate of California State University, Northridge.",middle
halueval_qa_1000,0.5653846153846154,halueval,False,False,0.07142857142857142,False,0.0,False,0.9444444444444444,"The artist of ""The Scarlet Letter"" who debuted on the music scene as Missy Elliott's protégée is Tweet.",middle
halueval_qa_3725,0.5653846153846154,halueval,False,False,0.07692307692307693,False,0.0,False,0.8823529411764706,Emmanuel Adebayor had his best 19-goal season in the Premier League during the 2007-2008 season with Arsenal.,middle
halueval_qa_2208,0.5657407407407407,halueval,False,False,0.047619047619047616,False,0.0,False,0.92,"The band that consists of rapper/vocalist MC Ride (Stefan Burnett) and released the album ""No Love Deep Web"" as their second album is Death Grips.",middle
fever_91313,0.566161616161616,fever,False,False,0.043478260869565216,True,0.5,False,0.8148148148148148,"Yes, the claim is factually correct. Ron Weasley is a central character in the Harry Potter series and is best friends with the eponymous wizard, Harry Potter.",middle
halueval_qa_1498,0.5913043478260869,halueval,False,False,0.07692307692307693,False,0.0,False,0.8823529411764706,"Howard Schnellenberger, the coach of the 2005 Florida Atlantic University Owls football team, was of American nationality.",near_threshold
halueval_qa_1902,0.5913043478260869,halueval,False,False,0.07692307692307693,False,0.0,False,0.9411764705882353,"The producer who developed the American television detective show ""Mannix"" and died in 1978 was Bruce Geller.",near_threshold
halueval_qa_3873,0.5913043478260869,halueval,False,False,0.08333333333333333,False,0.0,False,0.9375,"The English actress who starred in both the television shows ""Trinity"" and ""Outnumbered"" is Claire Skinner.",near_threshold
halueval_qa_3266,0.5914141414141414,halueval,False,False,0.05,False,0.0,False,1.0,"Daragh O'Malley had one of his first roles in the British gangster film ""The Long Good Friday,"" which starred Bob Hoskins and Helen Mirren.",near_threshold
halueval_qa_3664,0.5916666666666666,halueval,False,False,0.1111111111111111,True,0.5,False,0.7692307692307693,Muztagh Ata is found in China. Trivor is the mountain found in Pakistan.,near_threshold
halueval_qa_2681,0.5919753086419752,halueval,False,False,0.06666666666666667,True,0.3333333333333333,False,0.9473684210526315,"The J. I. Clements Stadium, home of the Georgia Southern University Eagles baseball team, is located in Statesboro, Georgia.",near_threshold
halueval_qa_2700,0.5919753086419752,halueval,False,False,0.05,False,0.0,False,1.0,"Richard Schiff will appear in the new TV series ""The Good Doctor,"" developed by David Shore and based on a 2013 South Korean series.",near_threshold
halueval_qa_3140,0.5921568627450979,halueval,False,False,0.05,False,0.0,False,0.9583333333333334,"The Virginia town that speaks the High Tider (or ""Hoi Toider"") dialect and has lost 67% of its landmass since 1850 is Tangier Island.",near_threshold
halueval_qa_637,0.5928571428571427,halueval,False,False,0.05,True,0.5,False,1.0,"In 2004, Steve Inskeep and Renée Montagne replaced Bob Edwards, the Peabody Award winner famous for his work on NPR's flagship program, ""Morning Edition.""",near_threshold
halueval_qa_2761,0.5928571428571427,halueval,False,False,0.1111111111111111,False,0.0,False,0.9230769230769231,Adam Silver succeeded David Stern as the Commissioner of the NBA in 2014.,near_threshold
halueval_qa_1259,0.5928571428571427,halueval,False,False,0.07142857142857142,False,0.0,False,1.0,"Eric van der Woodsen is a character in the ""Gossip Girl"" book series, written by Cecily von Ziegesar.",near_threshold
fever_83092,0.5928571428571427,fever,False,False,0.1,True,0.5,False,1.0,"Yes, the claim is factually correct. ""Highway to Heaven"" began airing in September 1984.",near_threshold
halueval_qa_2784,0.5933333333333333,halueval,False,False,0.0625,False,0.0,False,0.95,"The actor born in 1958 who starred in both ""The River Wild"" and ""A Few Good Men"" is Kevin Bacon.",near_threshold
halueval_qa_2855,0.5933333333333333,halueval,False,False,0.07142857142857142,True,0.3333333333333333,False,0.8888888888888888,"The actor who played Steve McGarrett in the CBS series is Jack Lord. He starred in ""Hawaii Five-O.""",near_threshold
halueval_qa_1893,0.5933333333333333,halueval,False,False,0.07142857142857142,False,0.0,False,1.0,"Ralek Gracie is the nephew of Royce Gracie, a retired mixed martial artist who was born in 1966.",near_threshold
halueval_qa_4098,0.5936781609195401,halueval,False,False,0.05263157894736842,False,0.0,False,0.9130434782608695,"John Fecknam was the last abbot of the Collegiate Church of St Peter at Westminster, which is more commonly known as Westminster Abbey.",near_threshold
fever_221081,0.5939393939393938,fever,False,False,0.08333333333333333,True,0.5,False,0.875,"Yes, the claim is factually correct. A&E is a cable television channel in the United States.",near_threshold
halueval_qa_4431,0.5939393939393938,halueval,False,False,0.058823529411764705,True,0.5,False,0.8571428571428571,"Bryan Christopher Callen regularly appears on Joe Rogan's podcast, ""The Joe Rogan Experience."" Joe Rogan started his stand-up career in 1988.",near_threshold
halueval_qa_571,0.5939393939393938,halueval,False,False,0.09090909090909091,False,0.0,False,0.8,"""The London Connection"" was released first in 1979, while ""Roving Mars"" was released in 2006.",near_threshold
halueval_qa_2861,0.5939393939393938,halueval,False,False,0.07142857142857142,False,0.0,False,1.0,"Claire Bishop is a contributor to ""October,"" an academic journal of contemporary art published by the MIT Press.",near_threshold
