sample_id,D_hat,coh_star,r_LZ,asv_score,text_length,num_tokens,source,metadata
sharegpt_000013,0.5,0.1987179487179487,0.028044871794871796,0.31030982905982907,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000014,0.5,0.18333333333333332,0.035416666666666666,0.3048611111111111,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000015,0.5,0.16666666666666666,0.041666666666666664,0.2972222222222222,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000016,0.5,0.2013888888888889,0.030381944444444444,0.3148726851851852,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000017,0.5,0.22058823529411764,0.02144607843137255,0.3219362745098039,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000018,0.5,0.19583333333333333,0.018229166666666668,0.2980902777777778,1632,240,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1632}"
sharegpt_000019,0.5,0.17982456140350878,0.01864035087719298,0.2851608187134503,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000020,0.5,0.18859649122807018,0.01918859649122807,0.2930190058479532,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000021,0.5,0.2,0.035416666666666666,0.31875,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000022,0.5,0.19607843137254902,0.03553921568627451,0.3156045751633987,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000023,0.5,0.20833333333333334,0.030381944444444444,0.3206597222222222,1104,144,sharegpt_synthetic,"{'type': 'severe_loops', 'length': 1104}"
sharegpt_000024,0.5,0.20833333333333334,0.057291666666666664,0.3475694444444445,552,72,sharegpt_synthetic,"{'type': 'normal', 'length': 552}"
sharegpt_000025,0.5,0.20238095238095238,0.049107142857142856,0.33442460317460315,637,84,sharegpt_synthetic,"{'type': 'incoherent', 'length': 637}"
sharegpt_000026,0.5,0.21666666666666667,0.06666666666666667,0.3638888888888889,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000027,0.5,0.19696969696969696,0.045454545454545456,0.32626262626262625,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000028,0.5,0.20833333333333334,0.07604166666666666,0.3663194444444445,910,120,sharegpt_synthetic,"{'type': 'incoherent', 'length': 910}"
sharegpt_000029,0.5,0.20833333333333334,0.04296875,0.3332465277777778,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000030,0.5,0.21428571428571427,0.050595238095238096,0.3458333333333333,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000031,0.5,0.19270833333333334,0.022786458333333332,0.30004340277777775,1296,192,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1296}"
sharegpt_000032,0.5,0.17708333333333334,0.031901041666666664,0.2961371527777778,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000033,0.5,0.23333333333333334,0.06666666666666667,0.37777777777777777,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000034,0.5,0.2037037037037037,0.02025462962962963,0.3066743827160494,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000035,0.5,0.2,0.055,0.3383333333333333,510,75,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 510}"
sharegpt_000036,0.5,0.19523809523809524,0.020833333333333332,0.3001984126984127,1428,210,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1428}"
sharegpt_000037,0.5,0.20833333333333334,0.07291666666666667,0.3631944444444445,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000038,0.5,0.17647058823529413,0.02144607843137255,0.28517156862745097,1564,204,sharegpt_synthetic,"{'type': 'severe_loops', 'length': 1564}"
sharegpt_000039,0.5,0.19166666666666668,0.071875,0.34826388888888893,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000040,0.5,0.17222222222222222,0.024305555555555556,0.28449074074074077,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000041,0.5141604167868594,0.18095238095238095,0.039285714285714285,0.3100501289962989,714,105,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 714}"
sharegpt_000042,0.5,0.17777777777777778,0.020370370370370372,0.2851851851851852,1836,270,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1836}"
sharegpt_000043,0.5,0.17592592592592593,0.02025462962962963,0.28352623456790127,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000044,0.5,0.20833333333333334,0.026041666666666668,0.3163194444444445,1134,168,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1134}"
sharegpt_000045,0.5,0.19270833333333334,0.022786458333333332,0.30004340277777775,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000046,0.5,0.17222222222222222,0.03263888888888889,0.29282407407407407,1365,180,sharegpt_synthetic,"{'type': 'incoherent', 'length': 1365}"
sharegpt_000047,0.5,0.19444444444444445,0.06180555555555556,0.34050925925925923,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000048,0.5,0.1875,0.04296875,0.31588541666666664,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000049,0.5,0.1715686274509804,0.03125,0.290890522875817,1377,204,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1377}"
sharegpt_000050,0.5,0.19642857142857142,0.026041666666666668,0.30639880952380955,1134,168,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1134}"
sharegpt_000051,0.5,0.19444444444444445,0.05555555555555555,0.33425925925925926,819,108,sharegpt_synthetic,"{'type': 'incoherent', 'length': 819}"
sharegpt_000052,0.5,0.18333333333333332,0.024305555555555556,0.29375,1224,180,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1224}"
sharegpt_000053,0.5,0.23333333333333334,0.06666666666666667,0.37777777777777777,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000054,0.5,0.17261904761904762,0.026041666666666668,0.2865575396825397,1274,168,sharegpt_synthetic,"{'type': 'incoherent', 'length': 1274}"
sharegpt_000055,0.5,0.19047619047619047,0.034970238095238096,0.31036706349206344,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000056,0.5,0.19444444444444445,0.0775462962962963,0.35624999999999996,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000057,0.5,0.17222222222222222,0.024305555555555556,0.28449074074074077,1215,180,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1215}"
sharegpt_000058,0.5,0.17592592592592593,0.05324074074074074,0.3165123456790124,1458,216,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1458}"
sharegpt_000059,0.5,0.1893939393939394,0.03314393939393939,0.3076388888888889,891,132,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 891}"
sharegpt_000060,0.5,0.19166666666666668,0.035416666666666666,0.31180555555555556,810,120,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 810}"
sharegpt_000061,0.5,0.2222222222222222,0.03819444444444445,0.34004629629629624,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000062,0.5,0.171875,0.022786458333333332,0.28268229166666664,1296,192,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1296}"
sharegpt_000063,0.5,0.16666666666666666,0.01875,0.2743055555555555,1632,240,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1632}"
sharegpt_000064,0.5,0.20238095238095238,0.049107142857142856,0.33442460317460315,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000065,0.5,0.18518518518518517,0.03819444444444445,0.3091820987654321,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000066,0.5,0.18055555555555555,0.030381944444444444,0.297511574074074,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000067,0.5,0.16666666666666666,0.02025462962962963,0.2758101851851852,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000068,0.5,0.21666666666666667,0.035416666666666666,0.3326388888888889,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000069,0.5,0.19117647058823528,0.02144607843137255,0.29742647058823524,1377,204,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1377}"
sharegpt_000070,0.5,0.17647058823529413,0.02144607843137255,0.28517156862745097,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000071,0.5,0.18229166666666666,0.046875,0.31545138888888885,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000072,0.5,0.19166666666666668,0.035416666666666666,0.31180555555555556,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000073,0.5,0.19047619047619047,0.05357142857142857,0.3289682539682539,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000074,0.5,0.21666666666666667,0.06666666666666667,0.3638888888888889,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000075,0.5,0.203125,0.04296875,0.32890625,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000076,0.5,0.20833333333333334,0.04296875,0.3332465277777778,648,96,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 648}"
sharegpt_000077,0.5,0.18137254901960784,0.02144607843137255,0.2892565359477124,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000078,0.5,0.21296296296296297,0.03819444444444445,0.33233024691358026,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000079,0.625,0.19444444444444445,0.03819444444444445,0.34606481481481477,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000080,0.5,0.18055555555555555,0.02025462962962963,0.28738425925925926,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000081,0.5,0.16666666666666666,0.01990740740740741,0.27546296296296297,1836,270,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1836}"
sharegpt_000082,0.5,0.16666666666666666,0.01918859649122807,0.2747441520467836,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000083,0.5,0.20833333333333334,0.04296875,0.3332465277777778,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000084,0.5,0.16666666666666666,0.046052631578947366,0.3016081871345029,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000085,0.5,0.1893939393939394,0.03409090909090909,0.30858585858585863,891,132,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 891}"
sharegpt_000086,0.5,0.2,0.06666666666666667,0.35,455,60,sharegpt_synthetic,"{'type': 'incoherent', 'length': 455}"
sharegpt_000087,0.5,0.1715686274509804,0.031862745098039214,0.29150326797385623,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000088,0.5833333333333333,0.22083333333333333,0.018229166666666668,0.33836805555555555,1632,240,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1632}"
sharegpt_000089,0.5,0.18333333333333332,0.06875,0.33819444444444446,910,120,sharegpt_synthetic,"{'type': 'incoherent', 'length': 910}"
sharegpt_000090,0.5,0.17857142857142858,0.049107142857142856,0.3145833333333333,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000091,0.5,0.1712962962962963,0.02025462962962963,0.27966820987654323,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000092,0.5,0.17982456140350878,0.01918859649122807,0.2857090643274854,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000093,0.5,0.18452380952380953,0.036458333333333336,0.30689484126984123,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000094,0.5,0.19444444444444445,0.027199074074074073,0.30590277777777775,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000095,0.5,0.17424242424242425,0.030303030303030304,0.2921717171717172,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000096,0.5,0.18974358974358974,0.057692307692307696,0.33247863247863246,1326,195,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1326}"
sharegpt_000097,0.5,0.19696969696969696,0.03125,0.3120580808080808,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000098,0.5,0.2361111111111111,0.057291666666666664,0.3707175925925926,552,72,sharegpt_synthetic,"{'type': 'normal', 'length': 552}"
sharegpt_000099,0.5,0.17592592592592593,0.027777777777777776,0.2910493827160494,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000100,0.5,0.20238095238095238,0.049107142857142856,0.33442460317460315,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000101,0.5,0.21875,0.044270833333333336,0.34322916666666664,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000102,0.5,0.171875,0.032552083333333336,0.29244791666666664,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000103,0.5,0.19444444444444445,0.047453703703703706,0.3261574074074074,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000104,0.5,0.19444444444444445,0.057291666666666664,0.33599537037037036,552,72,sharegpt_synthetic,"{'type': 'normal', 'length': 552}"
sharegpt_000105,0.5,0.17777777777777778,0.019444444444444445,0.28425925925925927,1530,225,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1530}"
sharegpt_000106,0.5,0.20588235294117646,0.02144607843137255,0.30968137254901956,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000107,0.5,0.17424242424242425,0.08049242424242424,0.3423611111111111,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000108,0.5,0.23333333333333334,0.09791666666666667,0.40902777777777777,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000109,0.5,0.19047619047619047,0.06398809523809523,0.3393849206349206,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000110,0.5,0.18518518518518517,0.03819444444444445,0.3091820987654321,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000111,0.5,0.21153846153846154,0.04567307692307692,0.3386217948717949,1053,156,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1053}"
sharegpt_000112,0.5,0.2361111111111111,0.057291666666666664,0.3707175925925926,552,72,sharegpt_synthetic,"{'type': 'normal', 'length': 552}"
sharegpt_000113,0.5,0.2,0.024305555555555556,0.3076388888888889,1224,180,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1224}"
sharegpt_000114,0.5,0.18888888888888888,0.04537037037037037,0.3194444444444445,1836,270,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1836}"
sharegpt_000115,0.5,0.225,0.035416666666666666,0.3395833333333333,810,120,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 810}"
sharegpt_000116,0.5,0.1794871794871795,0.028044871794871796,0.29428418803418804,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000117,0.5,0.21212121212121213,0.05587121212121212,0.34930555555555554,891,132,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 891}"
sharegpt_000118,0.5,0.18333333333333332,0.018229166666666668,0.2876736111111111,1632,240,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1632}"
sharegpt_000119,0.5833333333333333,0.1875,0.04296875,0.33532986111111107,728,96,sharegpt_synthetic,"{'type': 'incoherent', 'length': 728}"
sharegpt_000120,0.5,0.21666666666666667,0.04895833333333333,0.34618055555555555,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000121,0.5,0.2,0.07604166666666666,0.359375,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000122,0.5,0.20454545454545456,0.03598484848484849,0.3231060606060606,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000123,0.5,0.18666666666666668,0.029166666666666667,0.3013888888888889,1020,150,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1020}"
sharegpt_000124,0.5,0.18333333333333332,0.0798611111111111,0.34930555555555554,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000125,0.5,0.18981481481481483,0.043402777777777776,0.3182484567901235,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000126,0.5,0.19791666666666666,0.022786458333333332,0.30438368055555554,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000127,0.5,0.21666666666666667,0.06666666666666667,0.3638888888888889,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000128,0.5,0.18095238095238095,0.05714285714285714,0.3246031746031746,1428,210,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1428}"
sharegpt_000129,0.5,0.2037037037037037,0.041666666666666664,0.32808641975308644,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000130,0.5,0.20833333333333334,0.057291666666666664,0.3475694444444445,486,72,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 486}"
sharegpt_000131,0.5,0.21666666666666667,0.07708333333333334,0.37430555555555556,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000132,0.5,0.19444444444444445,0.0798611111111111,0.3585648148148148,552,72,sharegpt_synthetic,"{'type': 'normal', 'length': 552}"
sharegpt_000133,0.5,0.18518518518518517,0.019675925925925927,0.2906635802469136,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000134,0.5,0.19166666666666668,0.0875,0.36388888888888893,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000135,0.5,0.21428571428571427,0.08630952380952381,0.381547619047619,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000136,0.5,0.1875,0.04296875,0.31588541666666664,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000137,0.5,0.25,0.06666666666666667,0.39166666666666666,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000138,0.5,0.18333333333333332,0.06666666666666667,0.3361111111111111,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000139,0.5,0.20238095238095238,0.0662202380952381,0.3515376984126984,1134,168,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1134}"
sharegpt_000140,0.5,0.16666666666666666,0.03314393939393939,0.28869949494949493,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000141,0.5,0.18333333333333332,0.024305555555555556,0.29375,1215,180,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 1215}"
sharegpt_000142,0.5,0.17708333333333334,0.022786458333333332,0.28702256944444443,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000143,0.5,0.19047619047619047,0.026041666666666668,0.30143849206349205,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000144,0.5,0.19696969696969696,0.03314393939393939,0.3139520202020202,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000145,0.5,0.2619047619047619,0.09226190476190477,0.4271825396825397,644,84,sharegpt_synthetic,"{'type': 'normal', 'length': 644}"
sharegpt_000146,0.5,0.18627450980392157,0.08026960784313726,0.35216503267973853,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000147,0.5,0.1794871794871795,0.028044871794871796,0.29428418803418804,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000148,0.5,0.17982456140350878,0.03399122807017544,0.3005116959064328,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000149,0.5,0.18518518518518517,0.03819444444444445,0.3091820987654321,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000150,0.5,0.17777777777777778,0.024305555555555556,0.2891203703703704,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000151,0.5833333333333333,0.20238095238095238,0.026785714285714284,0.33154761904761904,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000152,0.5,0.17543859649122806,0.020285087719298246,0.2831505847953216,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000153,0.5,0.203125,0.059244791666666664,0.3451822916666667,1472,192,sharegpt_synthetic,"{'type': 'normal', 'length': 1472}"
sharegpt_000154,0.5,0.19047619047619047,0.03720238095238095,0.3125992063492063,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000155,0.5,0.17592592592592593,0.02025462962962963,0.28352623456790127,1656,216,sharegpt_synthetic,"{'type': 'normal', 'length': 1656}"
sharegpt_000156,0.5,0.17543859649122806,0.0537280701754386,0.3165935672514619,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000157,0.625,0.17307692307692307,0.05448717948717949,0.34455128205128205,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000158,0.5,0.20833333333333334,0.030381944444444444,0.3206597222222222,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000159,0.5,0.17777777777777778,0.052083333333333336,0.3168981481481482,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000160,0.5,0.1875,0.04296875,0.31588541666666664,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
sharegpt_000161,0.5,0.18627450980392157,0.02267156862745098,0.29456699346405224,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000162,0.5,0.20454545454545456,0.03314393939393939,0.3202651515151515,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000163,0.5,0.175,0.036458333333333336,0.2989583333333333,810,120,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 810}"
sharegpt_000164,0.5,0.225,0.042708333333333334,0.346875,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000165,0.5,0.18137254901960784,0.02144607843137255,0.2892565359477124,1564,204,sharegpt_synthetic,"{'type': 'normal', 'length': 1564}"
sharegpt_000166,0.5,0.19230769230769232,0.07772435897435898,0.3546474358974359,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000167,0.5,0.2,0.059722222222222225,0.34305555555555556,1380,180,sharegpt_synthetic,"{'type': 'normal', 'length': 1380}"
sharegpt_000168,0.5,0.23333333333333334,0.06666666666666667,0.37777777777777777,405,60,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 405}"
sharegpt_000169,0.5,0.18518518518518517,0.03819444444444445,0.3091820987654321,828,108,sharegpt_synthetic,"{'type': 'normal', 'length': 828}"
sharegpt_000170,0.5,0.20833333333333334,0.0920138888888889,0.3822916666666667,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000171,0.5,0.21666666666666667,0.03229166666666667,0.3295138888888889,920,120,sharegpt_synthetic,"{'type': 'normal', 'length': 920}"
sharegpt_000172,0.5,0.21666666666666667,0.12083333333333333,0.41805555555555557,460,60,sharegpt_synthetic,"{'type': 'normal', 'length': 460}"
sharegpt_000173,0.5,0.1987179487179487,0.08974358974358974,0.372008547008547,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000174,0.5,0.1858974358974359,0.03365384615384615,0.3052350427350427,1196,156,sharegpt_synthetic,"{'type': 'normal', 'length': 1196}"
sharegpt_000175,0.5,0.16228070175438597,0.01918859649122807,0.2710891812865497,1748,228,sharegpt_synthetic,"{'type': 'normal', 'length': 1748}"
sharegpt_000176,0.5,0.20833333333333334,0.035416666666666666,0.32569444444444445,810,120,sharegpt_synthetic,"{'type': 'minor_repetition', 'length': 810}"
sharegpt_000177,0.5,0.17261904761904762,0.026041666666666668,0.2865575396825397,1288,168,sharegpt_synthetic,"{'type': 'normal', 'length': 1288}"
sharegpt_000178,0.5,0.19444444444444445,0.030381944444444444,0.3090856481481481,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000179,0.5,0.19047619047619047,0.039285714285714285,0.3146825396825397,714,105,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 714}"
sharegpt_000180,0.5,0.2,0.03680555555555556,0.32013888888888886,1224,180,sharegpt_synthetic,"{'type': 'semantic_drift', 'length': 1224}"
sharegpt_000181,0.5,0.19444444444444445,0.030381944444444444,0.3090856481481481,1104,144,sharegpt_synthetic,"{'type': 'normal', 'length': 1104}"
sharegpt_000182,0.5,0.1893939393939394,0.052083333333333336,0.32657828282828283,1012,132,sharegpt_synthetic,"{'type': 'normal', 'length': 1012}"
sharegpt_000183,0.5,0.19791666666666666,0.04296875,0.3245659722222222,736,96,sharegpt_synthetic,"{'type': 'normal', 'length': 736}"
