method,score,decision,latency_ms,cost_usd,D_hat,coh_star,r_LZ,sample_id,ground_truth,degeneracy_type,raw_score,tokens,consistency_scores,n_samples
ASV,0.3245039682539682,reject,41.13316535949707,2e-06,0.5,0.19047619047619047,0.049107142857142856,sample_0024,True,repetition_loop,,,,
ASV,0.4303571428571428,reject,34.374237060546875,2e-06,0.5,0.22857142857142856,0.12321428571428572,sample_0025,True,semantic_drift,,,,
ASV,0.5759288308265915,reject,60.43887138366699,2e-06,1.4531565277183591,0.2,0.07019230769230769,sample_0026,True,incoherent,,,,
ASV,0.6424829572810945,accept,34.12294387817383,2e-06,1.2406015629507225,0.19444444444444445,0.1909722222222222,sample_0027,False,normal,,,,
ASV,0.2909722222222222,reject,54.84795570373535,2e-06,0.5,0.16666666666666666,0.035416666666666666,sample_0028,True,repetition_loop,,,,
ASV,0.4187830687830688,reject,57.012081146240234,2e-06,0.875,0.18253968253968253,0.0625,sample_0029,True,semantic_drift,,,,
ASV,0.6473562033014658,accept,33.47301483154297,2e-06,1.3152000549654659,0.18571428571428572,0.18571428571428572,sample_0030,True,incoherent,,,,
ASV,0.6207597628396442,accept,35.52389144897461,2e-06,1.3211132693127605,0.20833333333333334,0.1388888888888889,sample_0031,False,normal,,,,
ASV,0.29501262626262625,reject,66.47825241088867,2e-06,0.5,0.17424242424242425,0.03314393939393939,sample_0032,True,repetition_loop,,,,
ASV,0.3469742063492064,reject,76.46012306213379,2e-06,0.625,0.17261904761904762,0.057291666666666664,sample_0033,True,semantic_drift,,,,
ASV,0.6984685278516829,accept,47.69730567932129,2e-06,1.4577222622214983,0.19,0.2,sample_0034,True,incoherent,,,,
ASV,0.5586489898989899,reject,60.25981903076172,2e-06,1.5323207542362416,0.17424242424242425,0.0634469696969697,sample_0035,False,normal,,,,
ASV,0.36597222222222225,reject,29.68001365661621,2e-06,0.5,0.21666666666666667,0.06875,sample_0036,True,repetition_loop,,,,
ASV,0.3675483360672144,reject,77.1479606628418,2e-06,0.8587955899479256,0.16666666666666666,0.028273809523809524,sample_0037,True,semantic_drift,,,,
ASV,0.7278508854797678,accept,22.931337356567383,2e-06,1.3443609377704335,0.26,0.1975,sample_0038,True,incoherent,,,,
ASV,0.6280257936507936,accept,76.74121856689453,2e-06,1.559181511119029,0.18452380952380953,0.12425595238095238,sample_0039,False,normal,,,,
ASV,0.36765873015873013,reject,39.88194465637207,2e-06,0.5,0.19047619047619047,0.09226190476190477,sample_0040,True,repetition_loop,,,,
ASV,0.3398459186405639,reject,40.364980697631836,2e-06,0.5402410118609202,0.19047619047619047,0.05505952380952381,sample_0041,True,semantic_drift,,,,
ASV,0.6015155322679818,accept,38.24019432067871,2e-06,1.3323879954342077,0.225,0.103125,sample_0042,True,incoherent,,,,
ASV,0.6139402123337112,accept,50.9648323059082,2e-06,1.432428952329662,0.17592592592592593,0.13310185185185186,sample_0043,False,normal,,,,
ASV,0.33599537037037036,reject,33.843040466308594,2e-06,0.5,0.19444444444444445,0.057291666666666664,sample_0044,True,repetition_loop,,,,
ASV,0.34753401360544217,reject,46.08321189880371,2e-06,0.5,0.21428571428571427,0.05229591836734694,sample_0045,True,semantic_drift,,,,
ASV,0.6738978858087713,accept,62.42704391479492,2e-06,1.4059909391804482,0.19230769230769232,0.18557692307692308,sample_0046,True,incoherent,,,,
ASV,0.7151351945183496,accept,67.33584403991699,2e-06,1.4577222622214983,0.20454545454545456,0.20454545454545456,sample_0047,False,normal,,,,
ASV,0.3707175925925926,reject,36.921024322509766,2e-06,0.5,0.2361111111111111,0.057291666666666664,sample_0048,True,repetition_loop,,,,
ASV,0.3373657599104052,reject,55.03487586975098,2e-06,0.5402410118609202,0.17857142857142858,0.0625,sample_0049,True,semantic_drift,,,,
ASV,0.622980036656495,accept,47.62411117553711,2e-06,1.3377715856706933,0.19,0.1525,sample_0050,True,incoherent,,,,
ASV,0.6538354781553504,accept,30.145645141601562,2e-06,1.2961996682848347,0.21666666666666667,0.17083333333333334,sample_0051,False,normal,,,,
ASV,0.3206597222222222,reject,68.46880912780762,2e-06,0.5,0.20833333333333334,0.030381944444444444,sample_0052,True,repetition_loop,,,,
ASV,0.32979785189334676,reject,62.57891654968262,2e-06,0.6009193652572005,0.18571428571428572,0.03482142857142857,sample_0053,True,semantic_drift,,,,
ASV,0.6622101436441483,accept,47.45912551879883,2e-06,1.3934006156177785,0.19,0.17875,sample_0054,True,incoherent,,,,
ASV,0.5820335384062991,reject,49.79300498962402,2e-06,1.4196940005772605,0.17592592592592593,0.10416666666666667,sample_0055,False,normal,,,,
ASV,0.3602182539682539,reject,39.67881202697754,2e-06,0.5,0.2261904761904762,0.05505952380952381,sample_0056,True,repetition_loop,,,,
ASV,0.3485615079365079,reject,74.82075691223145,2e-06,0.5,0.22023809523809523,0.04836309523809524,sample_0057,True,semantic_drift,,,,
ASV,0.6117238656013151,accept,49.20482635498047,2e-06,1.3323879954342077,0.19,0.1425,sample_0058,True,incoherent,,,,
ASV,0.5949252136752137,reject,74.35488700866699,2e-06,1.559181511119029,0.1987179487179487,0.07932692307692307,sample_0059,False,normal,,,,
ASV,0.31030982905982907,reject,67.81220436096191,2e-06,0.5,0.1987179487179487,0.028044871794871796,sample_0060,True,repetition_loop,,,,
ASV,0.3553571428571428,reject,35.202980041503906,2e-06,0.5,0.18571428571428572,0.08392857142857142,sample_0061,True,semantic_drift,,,,
ASV,0.6038134462112069,accept,60.36114692687988,2e-06,1.4531565277183591,0.17692307692307693,0.11730769230769231,sample_0062,True,incoherent,,,,
ASV,0.5361202916979319,reject,64.14484977722168,2e-06,1.391160377118121,0.1736111111111111,0.06684027777777778,sample_0063,False,normal,,,,
ASV,0.3245039682539682,reject,41.3661003112793,2e-06,0.5,0.19047619047619047,0.049107142857142856,sample_0064,True,repetition_loop,,,,
ASV,0.3880208333333333,reject,53.925275802612305,2e-06,0.625,0.24107142857142858,0.041294642857142856,sample_0065,True,semantic_drift,,,,
ASV,0.5941417377436129,reject,45.15504837036133,2e-06,1.357829669694849,0.2111111111111111,0.10138888888888889,sample_0066,True,incoherent,,,,
ASV,0.5934173472119924,reject,55.53412437438965,2e-06,1.4152410118609202,0.18333333333333332,0.11041666666666666,sample_0067,False,normal,,,,
ASV,0.29796626984126984,reject,73.70328903198242,2e-06,0.5,0.18452380952380953,0.027529761904761904,sample_0068,True,repetition_loop,,,,
ASV,0.3655501123033424,reject,91.0499095916748,2e-06,0.8286695775099512,0.1683673469387755,0.03188775510204082,sample_0069,True,semantic_drift,,,,
ASV,0.6291918622324754,accept,23.375988006591797,2e-06,1.2893936952820375,0.22,0.145,sample_0070,True,incoherent,,,,
ASV,0.7249927792738851,accept,30.124187469482422,2e-06,1.3154452445071265,0.21666666666666667,0.2375,sample_0071,False,normal,,,,
ASV,0.35,reject,29.296875,2e-06,0.5,0.2,0.06666666666666667,sample_0072,True,repetition_loop,,,,
ASV,0.3212092973253712,reject,49.35288429260254,2e-06,0.5402410118609202,0.1836734693877551,0.042091836734693876,sample_0073,True,semantic_drift,,,,
ASV,0.6718457153096155,accept,23.431062698364258,2e-06,1.1864816370412092,0.24,0.195,sample_0074,True,incoherent,,,,
ASV,0.6476223923862838,accept,36.85498237609863,2e-06,1.3692745387983594,0.20833333333333334,0.1545138888888889,sample_0075,False,normal,,,,
ASV,0.297511574074074,reject,64.16678428649902,2e-06,0.5,0.18055555555555555,0.030381944444444444,sample_0076,True,repetition_loop,,,,
ASV,0.29837766467231,reject,62.10494041442871,2e-06,0.5402410118609202,0.17142857142857143,0.029464285714285714,sample_0077,True,semantic_drift,,,,
ASV,0.564418902809043,reject,44.17705535888672,2e-06,1.391160377118121,0.17777777777777778,0.09166666666666666,sample_0078,True,incoherent,,,,
ASV,0.6318423717001367,accept,34.52801704406738,2e-06,1.3090863549053475,0.20833333333333334,0.1527777777777778,sample_0079,False,normal,,,,
ASV,0.3326388888888889,reject,55.58609962463379,2e-06,0.5,0.21666666666666667,0.035416666666666666,sample_0080,True,repetition_loop,,,,
ASV,0.35433673469387755,reject,49.237966537475586,2e-06,0.5,0.23469387755102042,0.042091836734693876,sample_0081,True,semantic_drift,,,,
ASV,0.5637623704533602,reject,43.98488998413086,2e-06,1.326838730514401,0.2,0.0875,sample_0082,True,incoherent,,,,
ASV,0.5794969226272076,reject,36.058902740478516,2e-06,1.3997288747515246,0.2222222222222222,0.06770833333333333,sample_0083,False,normal,,,,
ASV,0.3475694444444445,reject,35.71629524230957,2e-06,0.5,0.20833333333333334,0.057291666666666664,sample_0084,True,repetition_loop,,,,
ASV,0.3684504159950613,reject,59.101104736328125,2e-06,0.5402410118609202,0.18253968253968253,0.09027777777777778,sample_0085,True,semantic_drift,,,,
ASV,0.541399204728649,reject,57.7850341796875,2e-06,1.3530204012180198,0.18333333333333332,0.07291666666666667,sample_0086,True,incoherent,,,,
ASV,0.6994373300072021,accept,35.524845123291016,2e-06,1.2961996682848347,0.2222222222222222,0.21180555555555555,sample_0087,False,normal,,,,
ASV,0.297511574074074,reject,64.85891342163086,2e-06,0.5,0.18055555555555555,0.030381944444444444,sample_0088,True,repetition_loop,,,,
ASV,0.32111118115582643,reject,81.70080184936523,2e-06,0.5402410118609202,0.1813186813186813,0.04395604395604396,sample_0089,True,semantic_drift,,,,
ASV,0.6487352847438301,accept,21.921873092651367,2e-06,1.1017226489021295,0.26,0.175,sample_0090,True,incoherent,,,,
ASV,0.6758303760260903,accept,46.35214805603027,2e-06,1.4436629210641967,0.17708333333333334,0.19140625,sample_0091,False,normal,,,,
ASV,0.3395833333333333,reject,59.59200859069824,2e-06,0.5,0.225,0.035416666666666666,sample_0092,True,repetition_loop,,,,
ASV,0.30642330976880466,reject,88.40084075927734,2e-06,0.6009193652572005,0.16483516483516483,0.028846153846153848,sample_0093,True,semantic_drift,,,,
ASV,0.6345833333333333,accept,47.7597713470459,2e-06,1.527223892011188,0.22,0.10125,sample_0094,True,incoherent,,,,
ASV,0.6408424885104208,accept,59.918880462646484,2e-06,1.4707643446983403,0.19696969696969696,0.13352272727272727,sample_0095,False,normal,,,,
ASV,0.29151785714285716,reject,75.042724609375,2e-06,0.5,0.17857142857142858,0.026041666666666668,sample_0096,True,repetition_loop,,,,
ASV,0.3456990932437385,reject,47.34468460083008,2e-06,0.6652410118609202,0.17346938775510204,0.04591836734693878,sample_0097,True,semantic_drift,,,,
ASV,0.6149306375408823,accept,50.669193267822266,2e-06,1.34807935569469,0.18181818181818182,0.14886363636363636,sample_0098,True,incoherent,,,,
ASV,0.6108100221469548,accept,65.86027145385742,2e-06,1.4868048568202827,0.1875,0.1076388888888889,sample_0099,False,normal,,,,
GPT-4 Judge,0.0,reject,3397.8421688079834,0.0027500000000000003,,,,sample_0000,True,repetition_loop,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,3245.975971221924,0.00299,,,,sample_0001,True,semantic_drift,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,1351.0830402374268,0.0026300000000000004,,,,sample_0002,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,2126.420021057129,0.00315,,,,sample_0003,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,1804.9399852752686,0.0027500000000000003,,,,sample_0004,True,repetition_loop,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2818.070888519287,0.0035299999999999997,,,,sample_0005,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,1358.8175773620605,0.00299,,,,sample_0006,True,incoherent,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,641.0789489746094,0.00315,,,,sample_0007,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,3538.4719371795654,0.0035,,,,sample_0008,True,repetition_loop,10.0,"{'input': 347, 'output': 1}",,
GPT-4 Judge,0.0,reject,692.533016204834,0.00335,,,,sample_0009,True,semantic_drift,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,1251.471757888794,0.0026300000000000004,,,,sample_0010,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,1335.89768409729,0.0023000000000000004,,,,sample_0011,False,normal,10.0,"{'input': 227, 'output': 1}",,
GPT-4 Judge,0.0,reject,1132.01904296875,0.0027500000000000003,,,,sample_0012,True,repetition_loop,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2552.1793365478516,0.00317,,,,sample_0013,True,semantic_drift,10.0,"{'input': 314, 'output': 1}",,
GPT-4 Judge,0.0,reject,1278.1498432159424,0.0027500000000000003,,,,sample_0014,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2874.1958141326904,0.00315,,,,sample_0015,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,2263.3328437805176,0.00245,,,,sample_0016,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,1377.7379989624023,0.0026300000000000004,,,,sample_0017,True,semantic_drift,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,2189.1913414001465,0.00299,,,,sample_0018,True,incoherent,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,2918.4610843658447,0.00315,,,,sample_0019,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,716.0439491271973,0.00245,,,,sample_0020,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2801.6419410705566,0.00299,,,,sample_0021,True,semantic_drift,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,2342.0679569244385,0.0028699999999999997,,,,sample_0022,True,incoherent,10.0,"{'input': 284, 'output': 1}",,
GPT-4 Judge,0.0,reject,1412.9998683929443,0.00245,,,,sample_0023,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2881.734848022461,0.0026000000000000003,,,,sample_0024,True,repetition_loop,10.0,"{'input': 257, 'output': 1}",,
GPT-4 Judge,0.0,reject,811.333179473877,0.00245,,,,sample_0025,True,semantic_drift,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2377.8481483459473,0.00311,,,,sample_0026,True,incoherent,10.0,"{'input': 308, 'output': 1}",,
GPT-4 Judge,0.0,reject,990.9560680389404,0.00245,,,,sample_0027,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2674.8058795928955,0.00305,,,,sample_0028,True,repetition_loop,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,2854.7658920288086,0.00317,,,,sample_0029,True,semantic_drift,10.0,"{'input': 314, 'output': 1}",,
GPT-4 Judge,0.0,reject,2812.140941619873,0.00239,,,,sample_0030,True,incoherent,10.0,"{'input': 236, 'output': 1}",,
GPT-4 Judge,0.0,reject,1827.1689414978027,0.00245,,,,sample_0031,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,1190.2458667755127,0.0032,,,,sample_0032,True,repetition_loop,10.0,"{'input': 317, 'output': 1}",,
GPT-4 Judge,0.0,reject,2966.4669036865234,0.0035299999999999997,,,,sample_0033,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,2977.982997894287,0.0027500000000000003,,,,sample_0034,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,811.9213581085205,0.00315,,,,sample_0035,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,2803.0762672424316,0.0023000000000000004,,,,sample_0036,True,repetition_loop,10.0,"{'input': 227, 'output': 1}",,
GPT-4 Judge,0.0,reject,1081.4247131347656,0.0035299999999999997,,,,sample_0037,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,1050.9707927703857,0.00215,,,,sample_0038,True,incoherent,10.0,"{'input': 212, 'output': 1}",,
GPT-4 Judge,0.0,reject,1246.269941329956,0.00315,,,,sample_0039,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,2202.700138092041,0.0026000000000000003,,,,sample_0040,True,repetition_loop,10.0,"{'input': 257, 'output': 1}",,
GPT-4 Judge,0.0,reject,1331.085205078125,0.0026300000000000004,,,,sample_0041,True,semantic_drift,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,2682.231903076172,0.00251,,,,sample_0042,True,incoherent,10.0,"{'input': 248, 'output': 1}",,
GPT-4 Judge,0.0,reject,2560.728073120117,0.0029,,,,sample_0043,False,normal,10.0,"{'input': 287, 'output': 1}",,
GPT-4 Judge,0.0,reject,1210.7150554656982,0.00245,,,,sample_0044,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2720.930814743042,0.0028100000000000004,,,,sample_0045,True,semantic_drift,10.0,"{'input': 278, 'output': 1}",,
GPT-4 Judge,0.0,reject,2540.0238037109375,0.00311,,,,sample_0046,True,incoherent,10.0,"{'input': 308, 'output': 1}",,
GPT-4 Judge,0.0,reject,1553.6127090454102,0.00315,,,,sample_0047,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,1680.427074432373,0.00245,,,,sample_0048,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2175.804853439331,0.00299,,,,sample_0049,True,semantic_drift,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,1295.1960563659668,0.0027500000000000003,,,,sample_0050,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,1054.0528297424316,0.0023000000000000004,,,,sample_0051,False,normal,10.0,"{'input': 227, 'output': 1}",,
GPT-4 Judge,0.0,reject,2434.8418712615967,0.00335,,,,sample_0052,True,repetition_loop,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,1070.0657367706299,0.00335,,,,sample_0053,True,semantic_drift,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,971.8701839447021,0.0027500000000000003,,,,sample_0054,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2893.75376701355,0.0029,,,,sample_0055,False,normal,10.0,"{'input': 287, 'output': 1}",,
GPT-4 Judge,0.0,reject,1112.5068664550781,0.0026000000000000003,,,,sample_0056,True,repetition_loop,10.0,"{'input': 257, 'output': 1}",,
GPT-4 Judge,0.0,reject,1036.8483066558838,0.0035299999999999997,,,,sample_0057,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,1765.0928497314453,0.0027500000000000003,,,,sample_0058,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,1581.3977718353271,0.00315,,,,sample_0059,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,2788.184881210327,0.0035,,,,sample_0060,True,repetition_loop,10.0,"{'input': 347, 'output': 1}",,
GPT-4 Judge,0.0,reject,2274.7128009796143,0.00245,,,,sample_0061,True,semantic_drift,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2912.9791259765625,0.00311,,,,sample_0062,True,incoherent,10.0,"{'input': 308, 'output': 1}",,
GPT-4 Judge,0.0,reject,1381.965160369873,0.00315,,,,sample_0063,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,2020.8168029785156,0.0026000000000000003,,,,sample_0064,True,repetition_loop,10.0,"{'input': 257, 'output': 1}",,
GPT-4 Judge,0.0,reject,1285.8848571777344,0.00299,,,,sample_0065,True,semantic_drift,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,1909.419059753418,0.0026300000000000004,,,,sample_0066,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,1332.139015197754,0.00305,,,,sample_0067,False,normal,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,1715.2502536773682,0.0035499999999999998,,,,sample_0068,True,repetition_loop,10.0,"{'input': 352, 'output': 1}",,
GPT-4 Judge,0.0,reject,1018.9151763916016,0.0035299999999999997,,,,sample_0069,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,728.7740707397461,0.00215,,,,sample_0070,True,incoherent,10.0,"{'input': 212, 'output': 1}",,
GPT-4 Judge,0.0,reject,983.3147525787354,0.0023000000000000004,,,,sample_0071,False,normal,10.0,"{'input': 227, 'output': 1}",,
GPT-4 Judge,0.0,reject,1294.4848537445068,0.0023000000000000004,,,,sample_0072,True,repetition_loop,10.0,"{'input': 227, 'output': 1}",,
GPT-4 Judge,0.0,reject,2964.5111560821533,0.0028100000000000004,,,,sample_0073,True,semantic_drift,10.0,"{'input': 278, 'output': 1}",,
GPT-4 Judge,0.0,reject,691.2951469421387,0.00215,,,,sample_0074,True,incoherent,10.0,"{'input': 212, 'output': 1}",,
GPT-4 Judge,0.0,reject,636.5020275115967,0.00245,,,,sample_0075,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2908.733367919922,0.00335,,,,sample_0076,True,repetition_loop,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,1356.5618991851807,0.00335,,,,sample_0077,True,semantic_drift,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,936.3389015197754,0.0026300000000000004,,,,sample_0078,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,1763.4780406951904,0.00245,,,,sample_0079,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,627.485990524292,0.00305,,,,sample_0080,True,repetition_loop,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,1828.294038772583,0.0028100000000000004,,,,sample_0081,True,semantic_drift,10.0,"{'input': 278, 'output': 1}",,
GPT-4 Judge,0.0,reject,2522.618055343628,0.0026300000000000004,,,,sample_0082,True,incoherent,10.0,"{'input': 260, 'output': 1}",,
GPT-4 Judge,0.0,reject,881.8552494049072,0.00245,,,,sample_0083,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,958.0233097076416,0.00245,,,,sample_0084,True,repetition_loop,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,1381.350040435791,0.00317,,,,sample_0085,True,semantic_drift,10.0,"{'input': 314, 'output': 1}",,
GPT-4 Judge,0.0,reject,646.2469100952148,0.00299,,,,sample_0086,True,incoherent,10.0,"{'input': 296, 'output': 1}",,
GPT-4 Judge,0.0,reject,778.1648635864258,0.00245,,,,sample_0087,False,normal,10.0,"{'input': 242, 'output': 1}",,
GPT-4 Judge,0.0,reject,2582.6072692871094,0.00335,,,,sample_0088,True,repetition_loop,10.0,"{'input': 332, 'output': 1}",,
GPT-4 Judge,0.0,reject,2954.5488357543945,0.0035299999999999997,,,,sample_0089,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,707.6339721679688,0.00215,,,,sample_0090,True,incoherent,10.0,"{'input': 212, 'output': 1}",,
GPT-4 Judge,0.0,reject,2254.469871520996,0.0027500000000000003,,,,sample_0091,False,normal,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,2456.101894378662,0.00305,,,,sample_0092,True,repetition_loop,10.0,"{'input': 302, 'output': 1}",,
GPT-4 Judge,0.0,reject,1024.0581035614014,0.0035299999999999997,,,,sample_0093,True,semantic_drift,10.0,"{'input': 350, 'output': 1}",,
GPT-4 Judge,0.0,reject,2788.3758544921875,0.0027500000000000003,,,,sample_0094,True,incoherent,10.0,"{'input': 272, 'output': 1}",,
GPT-4 Judge,0.0,reject,1476.4437675476074,0.00315,,,,sample_0095,False,normal,10.0,"{'input': 312, 'output': 1}",,
GPT-4 Judge,0.0,reject,1611.2430095672607,0.0035499999999999998,,,,sample_0096,True,repetition_loop,10.0,"{'input': 352, 'output': 1}",,
