sample_id,source,is_hallucination,D_hat,coh_star,r_LZ,asv_score,text_length,num_tokens,llm_model
truthfulqa_638,truthfulqa,False,0.5,0.30985915492957744,0.6514084507042254,0.7666666666666666,377,71,gpt-4-turbo-preview
truthfulqa_647,truthfulqa,False,0.5,0.3333333333333333,0.6589912280701754,0.7666666666666666,553,114,gpt-4-turbo-preview
truthfulqa_655,truthfulqa,False,0.5,0.3469387755102041,0.5178571428571429,0.7666666666666666,538,98,gpt-4-turbo-preview
truthfulqa_664,truthfulqa,False,0.5,0.32075471698113206,0.5400943396226415,0.7666666666666666,487,106,gpt-4-turbo-preview
truthfulqa_672,truthfulqa,False,0.5,0.3076923076923077,0.7115384615384616,0.7512820512820513,268,65,gpt-4-turbo-preview
truthfulqa_680,truthfulqa,False,0.5,0.2978723404255319,0.6303191489361702,0.7648936170212766,224,47,gpt-4-turbo-preview
truthfulqa_689,truthfulqa,False,0.5,0.3709090909090909,0.5309090909090909,0.7666666666666666,1263,275,gpt-4-turbo-preview
truthfulqa_697,truthfulqa,False,0.5,0.2926829268292683,0.7774390243902439,0.6573170731707316,166,41,gpt-4-turbo-preview
truthfulqa_706,truthfulqa,False,0.5,0.3446808510638298,0.5292553191489362,0.7666666666666666,1266,235,gpt-4-turbo-preview
truthfulqa_714,truthfulqa,False,0.5,0.25925925925925924,0.7870370370370371,0.6166666666666665,101,27,gpt-4-turbo-preview
truthfulqa_722,truthfulqa,False,0.5,0.2857142857142857,0.7202380952380952,0.7277777777777777,76,21,gpt-4-turbo-preview
truthfulqa_731,truthfulqa,False,0.5,0.3302752293577982,0.5561926605504587,0.7666666666666666,553,109,gpt-4-turbo-preview
truthfulqa_739,truthfulqa,False,0.5,0.30434782608695654,0.5905797101449275,0.7666666666666666,362,69,gpt-4-turbo-preview
truthfulqa_748,truthfulqa,False,0.5,0.392,0.539,0.7666666666666666,609,125,gpt-4-turbo-preview
truthfulqa_756,truthfulqa,False,0.5,0.2638888888888889,0.5677083333333334,0.736574074074074,388,72,gpt-4-turbo-preview
truthfulqa_764,truthfulqa,False,0.5,0.35714285714285715,0.5773809523809523,0.7666666666666666,527,84,gpt-4-turbo-preview
truthfulqa_773,truthfulqa,False,0.5,0.3963963963963964,0.5337837837837838,0.7666666666666666,599,111,gpt-4-turbo-preview
truthfulqa_781,truthfulqa,False,0.5,0.2909090909090909,0.6727272727272727,0.759090909090909,259,55,gpt-4-turbo-preview
truthfulqa_790,truthfulqa,False,0.5,0.44329896907216493,0.509020618556701,0.7666666666666666,880,194,gpt-4-turbo-preview
fever_91198,fever,True,0.5,0.3076923076923077,0.6666666666666666,0.7666666666666666,194,39,gpt-4-turbo-preview
fever_194372,fever,True,0.5,0.27692307692307694,0.6442307692307693,0.7474358974358974,258,65,gpt-4-turbo-preview
fever_90809,fever,True,0.5,0.30303030303030304,0.7329545454545454,0.7227272727272727,262,66,gpt-4-turbo-preview
fever_166846,fever,False,0.5,0.3,0.7583333333333333,0.6888888888888889,128,30,gpt-4-turbo-preview
fever_227362,fever,True,0.5,0.3013698630136986,0.6232876712328768,0.7666666666666666,377,73,gpt-4-turbo-preview
fever_129441,fever,True,0.5,0.34782608695652173,0.7663043478260869,0.6782608695652174,94,23,gpt-4-turbo-preview
fever_73623,fever,True,0.5,0.4032258064516129,0.6129032258064516,0.7666666666666666,305,62,gpt-4-turbo-preview
fever_66638,fever,True,0.5,0.35106382978723405,0.5877659574468085,0.7666666666666666,467,94,gpt-4-turbo-preview
fever_227130,fever,True,0.5,0.3103448275862069,0.7758620689655172,0.6655172413793102,157,29,gpt-4-turbo-preview
fever_163980,fever,True,0.5,0.2571428571428571,0.75,0.6642857142857141,142,35,gpt-4-turbo-preview
fever_159944,fever,False,0.5,0.2894736842105263,0.7368421052631579,0.7087719298245614,194,38,gpt-4-turbo-preview
fever_100584,fever,True,0.5,0.35294117647058826,0.6446078431372549,0.7666666666666666,210,51,gpt-4-turbo-preview
fever_4713,fever,True,0.5,0.2564102564102564,0.625,0.7303418803418804,190,39,gpt-4-turbo-preview
fever_38125,fever,False,0.5,0.4,0.675,0.7666666666666666,208,40,gpt-4-turbo-preview
fever_108950,fever,True,0.5,0.28125,0.72265625,0.7208333333333332,117,32,gpt-4-turbo-preview
fever_185206,fever,True,0.5,0.40789473684210525,0.694078947368421,0.7666666666666666,303,76,gpt-4-turbo-preview
fever_44327,fever,False,0.5,0.3684210526315789,0.6907894736842105,0.7666666666666666,76,19,gpt-4-turbo-preview
fever_93412,fever,False,0.5,0.27586206896551724,0.728448275862069,0.7086206896551723,110,29,gpt-4-turbo-preview
fever_79548,fever,True,0.5,0.36363636363636365,0.6818181818181818,0.7666666666666666,99,22,gpt-4-turbo-preview
fever_113560,fever,True,0.5,0.34408602150537637,0.5161290322580645,0.7666666666666666,472,93,gpt-4-turbo-preview
fever_7876,fever,False,0.5,0.2653061224489796,0.6530612244897959,0.7377551020408164,196,49,gpt-4-turbo-preview
fever_144723,fever,True,0.5,0.27906976744186046,0.5901162790697675,0.7492248062015504,202,43,gpt-4-turbo-preview
fever_126878,fever,True,0.5,0.3181818181818182,0.8125,0.6166666666666666,86,22,gpt-4-turbo-preview
fever_83371,fever,True,0.5,0.2459016393442623,0.5512295081967213,0.721584699453552,281,61,gpt-4-turbo-preview
fever_166916,fever,True,0.5,0.49122807017543857,0.6293859649122807,0.7666666666666666,235,57,gpt-4-turbo-preview
fever_208414,fever,False,0.5,0.2571428571428571,0.725,0.6976190476190476,151,35,gpt-4-turbo-preview
fever_192964,fever,True,0.5,0.37383177570093457,0.6191588785046729,0.7666666666666666,512,107,gpt-4-turbo-preview
fever_203701,fever,True,0.5,0.35555555555555557,0.7527777777777778,0.6962962962962962,195,45,gpt-4-turbo-preview
fever_161547,fever,False,0.5,0.34782608695652173,0.6793478260869565,0.7666666666666666,92,23,gpt-4-turbo-preview
fever_53330,fever,False,0.5,0.20689655172413793,0.75,0.6224137931034481,111,29,gpt-4-turbo-preview
fever_82509,fever,False,0.5,0.2608695652173913,0.7771739130434783,0.6311594202898549,95,23,gpt-4-turbo-preview
fever_159094,fever,True,0.5,0.28,0.695,0.75,111,25,gpt-4-turbo-preview
fever_50537,fever,True,0.5,0.36231884057971014,0.6394927536231884,0.7666666666666666,302,69,gpt-4-turbo-preview
fever_91884,fever,False,0.5,0.36363636363636365,0.6960227272727273,0.7666666666666666,215,44,gpt-4-turbo-preview
fever_93448,fever,True,0.5,0.3888888888888889,0.6296296296296297,0.7666666666666666,248,54,gpt-4-turbo-preview
fever_22569,fever,True,0.5,0.37142857142857144,0.6517857142857143,0.7666666666666666,338,70,gpt-4-turbo-preview
fever_157622,fever,True,0.5,0.3125,0.54296875,0.7666666666666666,663,128,gpt-4-turbo-preview
fever_21558,fever,False,0.5,0.2727272727272727,0.6558441558441559,0.7439393939393939,424,77,gpt-4-turbo-preview
fever_6113,fever,False,0.5,0.21739130434782608,0.6494565217391305,0.6978260869565218,193,46,gpt-4-turbo-preview
fever_205648,fever,True,0.5,0.2962962962962963,0.7638888888888888,0.678395061728395,100,27,gpt-4-turbo-preview
fever_196983,fever,True,0.5,0.22535211267605634,0.5985915492957746,0.7044600938967136,329,71,gpt-4-turbo-preview
fever_29618,fever,True,0.5,0.3287671232876712,0.535958904109589,0.7666666666666666,335,73,gpt-4-turbo-preview
fever_36092,fever,False,0.5,0.2916666666666667,0.703125,0.7555555555555555,107,24,gpt-4-turbo-preview
fever_10327,fever,False,0.5,0.34615384615384615,0.7451923076923077,0.7064102564102563,97,26,gpt-4-turbo-preview
fever_18823,fever,True,0.5,0.3076923076923077,0.573076923076923,0.7666666666666666,352,65,gpt-4-turbo-preview
fever_114463,fever,True,0.5,0.3088235294117647,0.6488970588235294,0.7666666666666666,327,68,gpt-4-turbo-preview
fever_226148,fever,True,0.5,0.328125,0.650390625,0.7666666666666666,335,64,gpt-4-turbo-preview
fever_18565,fever,False,0.5,0.25,0.6484375,0.7250000000000001,111,32,gpt-4-turbo-preview
fever_215228,fever,True,0.5,0.31343283582089554,0.6716417910447762,0.7666666666666666,287,67,gpt-4-turbo-preview
fever_128176,fever,True,0.5,0.28,0.5675,0.75,232,50,gpt-4-turbo-preview
fever_184073,fever,True,0.5,0.32142857142857145,0.7633928571428571,0.6821428571428572,113,28,gpt-4-turbo-preview
fever_184092,fever,True,0.5,0.3,0.6421875,0.7666666666666666,383,80,gpt-4-turbo-preview
fever_166634,fever,True,0.5,0.2857142857142857,0.7767857142857143,0.6523809523809523,110,28,gpt-4-turbo-preview
fever_192706,fever,True,0.5,0.23684210526315788,0.618421052631579,0.7140350877192982,366,76,gpt-4-turbo-preview
fever_120210,fever,True,0.5,0.3333333333333333,0.7041666666666667,0.7611111111111111,115,30,gpt-4-turbo-preview
fever_132352,fever,True,0.5,0.3333333333333333,0.6742424242424242,0.7666666666666666,146,33,gpt-4-turbo-preview
fever_223342,fever,False,0.5,0.32,0.805,0.6266666666666665,114,25,gpt-4-turbo-preview
fever_202441,fever,False,0.5,0.2916666666666667,0.7864583333333334,0.6444444444444444,91,24,gpt-4-turbo-preview
fever_203369,fever,False,0.5,0.27586206896551724,0.8017241379310345,0.610919540229885,114,29,gpt-4-turbo-preview
fever_29864,fever,False,0.5,0.32,0.775,0.6666666666666665,103,25,gpt-4-turbo-preview
fever_52410,fever,True,0.5,0.358974358974359,0.6666666666666666,0.7666666666666666,367,78,gpt-4-turbo-preview
fever_43621,fever,True,0.5,0.35,0.55,0.7666666666666666,154,40,gpt-4-turbo-preview
fever_159575,fever,False,0.5,0.30434782608695654,0.7336956521739131,0.7217391304347824,83,23,gpt-4-turbo-preview
fever_33112,fever,True,0.5,0.3125,0.5625,0.7666666666666666,412,96,gpt-4-turbo-preview
fever_150672,fever,False,0.5,0.25,0.67578125,0.7250000000000001,139,32,gpt-4-turbo-preview
fever_4273,fever,False,0.5,0.25,0.6631944444444444,0.7250000000000001,154,36,gpt-4-turbo-preview
fever_56307,fever,True,0.5,0.25,0.8203125,0.5645833333333332,136,32,gpt-4-turbo-preview
fever_211295,fever,True,0.5,0.2962962962962963,0.7129629629629629,0.7462962962962962,104,27,gpt-4-turbo-preview
fever_51233,fever,True,0.5,0.25,0.73828125,0.6739583333333332,123,32,gpt-4-turbo-preview
fever_67426,fever,True,0.5,0.3076923076923077,0.6506410256410257,0.7666666666666666,149,39,gpt-4-turbo-preview
fever_65462,fever,True,0.5,0.25,0.71875,0.7,144,36,gpt-4-turbo-preview
fever_67643,fever,True,0.5,0.3,0.7125,0.75,113,30,gpt-4-turbo-preview
fever_223349,fever,True,0.5,0.28,0.705,0.7433333333333334,116,25,gpt-4-turbo-preview
fever_57810,fever,True,0.5,0.2857142857142857,0.6887755102040817,0.7547619047619047,221,49,gpt-4-turbo-preview
fever_227347,fever,False,0.5,0.25,0.8125,0.575,73,20,gpt-4-turbo-preview
fever_197379,fever,True,0.5,0.3,0.6125,0.7666666666666666,266,60,gpt-4-turbo-preview
fever_69641,fever,False,0.5,0.41509433962264153,0.7169811320754716,0.7440251572327043,265,53,gpt-4-turbo-preview
fever_122457,fever,True,0.5,0.2926829268292683,0.6829268292682927,0.7605691056910568,206,41,gpt-4-turbo-preview
fever_155413,fever,False,0.5,0.27586206896551724,0.7004310344827587,0.7459770114942528,243,58,gpt-4-turbo-preview
fever_106039,fever,True,0.5,0.35365853658536583,0.6280487804878049,0.7666666666666666,363,82,gpt-4-turbo-preview
fever_12089,fever,False,0.5,0.3275862068965517,0.6853448275862069,0.7666666666666666,316,58,gpt-4-turbo-preview
fever_191424,fever,True,0.5,0.27906976744186046,0.7005813953488372,0.7484496124031007,182,43,gpt-4-turbo-preview
fever_100919,fever,True,0.5,0.38095238095238093,0.6324404761904762,0.7666666666666666,406,84,gpt-4-turbo-preview
fever_170397,fever,True,0.5,0.22448979591836735,0.6632653061224489,0.7037414965986395,246,49,gpt-4-turbo-preview
fever_126657,fever,True,0.5,0.2898550724637681,0.6920289855072463,0.7582125603864734,334,69,gpt-4-turbo-preview
fever_57452,fever,False,0.5,0.3114754098360656,0.6639344262295082,0.7666666666666666,290,61,gpt-4-turbo-preview
fever_165248,fever,True,0.5,0.2909090909090909,0.6977272727272728,0.759090909090909,268,55,gpt-4-turbo-preview
fever_198012,fever,True,0.5,0.2857142857142857,0.5928571428571429,0.7547619047619047,407,70,gpt-4-turbo-preview
fever_74231,fever,True,0.5,0.3055555555555556,0.6076388888888888,0.7666666666666666,192,36,gpt-4-turbo-preview
fever_48390,fever,False,0.5,0.2631578947368421,0.7105263157894737,0.7219298245614034,77,19,gpt-4-turbo-preview
fever_163990,fever,True,0.5,0.30303030303030304,0.6553030303030303,0.7666666666666666,412,99,gpt-4-turbo-preview
fever_179310,fever,True,0.5,0.2796610169491525,0.5455508474576272,0.7497175141242938,674,118,gpt-4-turbo-preview
fever_40833,fever,False,0.5,0.4166666666666667,0.78125,0.6583333333333332,131,36,gpt-4-turbo-preview
fever_173135,fever,False,0.5,0.2857142857142857,0.75,0.688095238095238,141,28,gpt-4-turbo-preview
fever_181118,fever,False,0.5,0.32,0.76,0.6866666666666665,96,25,gpt-4-turbo-preview
fever_108567,fever,True,0.5,0.34065934065934067,0.695054945054945,0.7666666666666666,457,91,gpt-4-turbo-preview
fever_107134,fever,True,0.5,0.42528735632183906,0.5330459770114943,0.7666666666666666,367,87,gpt-4-turbo-preview
fever_196740,fever,True,0.5,0.2894736842105263,0.6611842105263158,0.7578947368421053,175,38,gpt-4-turbo-preview
fever_119047,fever,False,0.5,0.25773195876288657,0.5592783505154639,0.7314432989690722,564,97,gpt-4-turbo-preview
fever_88875,fever,True,0.5,0.40229885057471265,0.6910919540229885,0.7666666666666666,270,87,gpt-4-turbo-preview
fever_96289,fever,False,0.5,0.2875,0.5484375,0.75625,438,80,gpt-4-turbo-preview
fever_5579,fever,False,0.5,0.3181818181818182,0.7556818181818182,0.6924242424242423,205,44,gpt-4-turbo-preview
fever_47061,fever,False,0.5,0.36666666666666664,0.7708333333333334,0.672222222222222,151,30,gpt-4-turbo-preview
fever_209879,fever,False,0.5,0.3333333333333333,0.8611111111111112,0.5518518518518517,153,36,gpt-4-turbo-preview
fever_107968,fever,True,0.5,0.3333333333333333,0.7152777777777778,0.7462962962962962,77,18,gpt-4-turbo-preview
fever_214258,fever,True,0.5,0.34831460674157305,0.699438202247191,0.7666666666666666,387,89,gpt-4-turbo-preview
fever_74540,fever,True,0.5,0.2698412698412698,0.6488095238095238,0.7415343915343915,285,63,gpt-4-turbo-preview
fever_61795,fever,True,0.5,0.2894736842105263,0.6085526315789473,0.7578947368421053,318,76,gpt-4-turbo-preview
fever_114443,fever,True,0.5,0.32019704433497537,0.47044334975369456,0.7666666666666666,1067,203,gpt-4-turbo-preview
fever_124400,fever,True,0.5,0.375,0.725,0.7333333333333334,328,80,gpt-4-turbo-preview
fever_3923,fever,True,0.5,0.2857142857142857,0.6339285714285714,0.7547619047619047,204,42,gpt-4-turbo-preview
fever_85452,fever,True,0.5,0.28,0.6225,0.75,281,50,gpt-4-turbo-preview
fever_121283,fever,True,0.5,0.3125,0.72265625,0.7364583333333332,133,32,gpt-4-turbo-preview
fever_201075,fever,True,0.5,0.29411764705882354,0.6617647058823529,0.7617647058823529,156,34,gpt-4-turbo-preview
fever_181132,fever,False,0.5,0.34,0.64,0.7666666666666666,239,50,gpt-4-turbo-preview
fever_109368,fever,True,0.5,0.28846153846153844,0.7115384615384616,0.7416666666666666,203,52,gpt-4-turbo-preview
fever_154719,fever,False,0.5,0.36082474226804123,0.6585051546391752,0.7666666666666666,432,97,gpt-4-turbo-preview
fever_139259,fever,False,0.5383626079881646,0.4431137724550898,0.5808383233532934,0.7756179418639051,714,167,gpt-4-turbo-preview
fever_92557,fever,False,0.5,0.3333333333333333,0.6079545454545454,0.7666666666666666,321,66,gpt-4-turbo-preview
fever_47725,fever,False,0.5,0.2894736842105263,0.6677631578947368,0.7578947368421053,163,38,gpt-4-turbo-preview
fever_200285,fever,False,0.5,0.38181818181818183,0.6863636363636364,0.7666666666666666,278,55,gpt-4-turbo-preview
fever_118490,fever,True,0.5,0.2631578947368421,0.7401315789473685,0.6824561403508771,163,38,gpt-4-turbo-preview
fever_205636,fever,True,0.5,0.35294117647058826,0.6397058823529411,0.7666666666666666,284,68,gpt-4-turbo-preview
fever_199743,fever,True,0.5,0.30434782608695654,0.7554347826086957,0.6927536231884057,104,23,gpt-4-turbo-preview
fever_213951,fever,True,0.5,0.34615384615384615,0.7596153846153846,0.6871794871794872,130,26,gpt-4-turbo-preview
fever_41419,fever,False,0.5,0.25,0.80859375,0.5802083333333332,132,32,gpt-4-turbo-preview
fever_57910,fever,True,0.5,0.35714285714285715,0.5758928571428571,0.7666666666666666,272,56,gpt-4-turbo-preview
fever_194347,fever,True,0.5,0.20930232558139536,0.6773255813953488,0.6910852713178295,151,43,gpt-4-turbo-preview
fever_117043,fever,False,0.5,0.4166666666666667,0.7760416666666666,0.6652777777777777,89,24,gpt-4-turbo-preview
fever_195829,fever,True,0.5,0.26153846153846155,0.625,0.7346153846153847,294,65,gpt-4-turbo-preview
fever_116653,fever,True,0.5,0.33663366336633666,0.5878712871287128,0.7666666666666666,512,101,gpt-4-turbo-preview
fever_3059,fever,False,0.5,0.2857142857142857,0.6726190476190477,0.7547619047619047,83,21,gpt-4-turbo-preview
fever_119045,fever,True,0.5,0.29411764705882354,0.6580882352941176,0.7617647058823529,142,34,gpt-4-turbo-preview
fever_103863,fever,False,0.5,0.24242424242424243,0.7196969696969697,0.6924242424242424,149,33,gpt-4-turbo-preview
fever_226100,fever,True,0.5,0.28205128205128205,0.7660256410256411,0.6636752136752135,160,39,gpt-4-turbo-preview
fever_93756,fever,True,0.5,0.3194444444444444,0.6510416666666666,0.7666666666666666,369,72,gpt-4-turbo-preview
