sample_id,source,asv_score,r_lz_normalized,n_tokens
truthfulqa_126,truthfulqa,0.7357142857142858,1.0,13
truthfulqa_127,truthfulqa,0.7666666666666666,1.0,54
truthfulqa_128,truthfulqa,0.7666666666666666,1.0,32
truthfulqa_129,truthfulqa,0.7666666666666666,1.0,40
truthfulqa_130,truthfulqa,0.7666666666666666,1.0,97
truthfulqa_131,truthfulqa,0.7666666666666666,1.0,61
truthfulqa_132,truthfulqa,0.7666666666666666,1.0,85
truthfulqa_133,truthfulqa,0.7666666666666666,1.0,83
truthfulqa_134,truthfulqa,0.7666666666666666,1.0,62
truthfulqa_135,truthfulqa,0.7439393939393939,1.0,80
truthfulqa_136,truthfulqa,0.7666666666666666,1.0,82
truthfulqa_137,truthfulqa,0.7666666666666666,1.0,31
truthfulqa_138,truthfulqa,0.7059523809523808,1.0,19
truthfulqa_139,truthfulqa,0.7666666666666666,1.0,77
truthfulqa_140,truthfulqa,0.7666666666666666,1.0,40
truthfulqa_141,truthfulqa,0.7413857677902622,1.0,73
truthfulqa_142,truthfulqa,0.7666666666666666,1.0,99
truthfulqa_143,truthfulqa,0.759090909090909,1.0,84
truthfulqa_144,truthfulqa,0.7666666666666666,1.0,56
truthfulqa_145,truthfulqa,0.569047619047619,1.0,10
truthfulqa_146,truthfulqa,0.7666666666666666,1.0,201
truthfulqa_147,truthfulqa,0.746551724137931,1.0,25
truthfulqa_148,truthfulqa,0.7666666666666666,1.0,196
truthfulqa_149,truthfulqa,0.7447368421052631,1.0,83
truthfulqa_150,truthfulqa,0.7666666666666666,1.0,133
truthfulqa_151,truthfulqa,0.7666666666666666,1.0,77
truthfulqa_152,truthfulqa,0.7535087719298246,1.0,74
truthfulqa_153,truthfulqa,0.7574074074074074,1.0,114
truthfulqa_154,truthfulqa,0.7666666666666666,1.0,206
truthfulqa_155,truthfulqa,0.7666666666666666,1.0,201
truthfulqa_156,truthfulqa,0.7635802469135802,1.0,66
truthfulqa_157,truthfulqa,0.7481481481481482,1.0,40
truthfulqa_158,truthfulqa,0.7666666666666666,1.0,32
truthfulqa_159,truthfulqa,0.76,1.0,23
truthfulqa_160,truthfulqa,0.7666666666666666,1.0,60
truthfulqa_161,truthfulqa,0.7582125603864734,1.0,59
truthfulqa_162,truthfulqa,0.7666666666666666,1.0,43
truthfulqa_163,truthfulqa,0.7666666666666666,1.0,60
truthfulqa_164,truthfulqa,0.7666666666666666,1.0,189
truthfulqa_165,truthfulqa,0.7250000000000001,1.0,45
truthfulqa_166,truthfulqa,0.7666666666666666,1.0,52
truthfulqa_167,truthfulqa,0.7666666666666666,1.0,190
truthfulqa_168,truthfulqa,0.7666666666666666,1.0,102
truthfulqa_169,truthfulqa,0.7504796163069545,1.0,117
truthfulqa_170,truthfulqa,0.7666666666666666,1.0,109
truthfulqa_171,truthfulqa,0.7666666666666666,1.0,78
truthfulqa_172,truthfulqa,0.7666666666666666,1.0,68
truthfulqa_173,truthfulqa,0.7537356321839082,1.0,101
truthfulqa_174,truthfulqa,0.7666666666666666,1.0,192
truthfulqa_175,truthfulqa,0.7561302681992337,1.0,70
truthfulqa_176,truthfulqa,0.7666666666666666,1.0,118
truthfulqa_177,truthfulqa,0.7486254295532646,1.0,81
truthfulqa_178,truthfulqa,0.7666666666666666,1.0,122
truthfulqa_179,truthfulqa,0.7666666666666666,1.0,150
truthfulqa_180,truthfulqa,0.7666666666666666,1.0,220
truthfulqa_181,truthfulqa,0.7666666666666666,1.0,121
truthfulqa_182,truthfulqa,0.7666666666666666,1.0,128
truthfulqa_183,truthfulqa,0.7666666666666666,1.0,191
truthfulqa_184,truthfulqa,0.7666666666666666,1.0,86
truthfulqa_185,truthfulqa,0.7666666666666666,1.0,184
truthfulqa_186,truthfulqa,0.7507490636704119,1.0,73
truthfulqa_187,truthfulqa,0.7317204301075269,1.0,26
truthfulqa_188,truthfulqa,0.7150793650793651,1.0,64
truthfulqa_189,truthfulqa,0.7283018867924529,1.0,41
truthfulqa_190,truthfulqa,0.7666666666666666,1.0,164
truthfulqa_191,truthfulqa,0.7666666666666666,1.0,56
truthfulqa_192,truthfulqa,0.7250000000000001,1.0,97
truthfulqa_193,truthfulqa,0.7666666666666666,1.0,191
truthfulqa_194,truthfulqa,0.7666666666666666,1.0,109
truthfulqa_195,truthfulqa,0.7666666666666666,1.0,127
truthfulqa_196,truthfulqa,0.7666666666666666,1.0,27
truthfulqa_197,truthfulqa,0.7505847953216374,1.0,50
truthfulqa_198,truthfulqa,0.7388888888888889,1.0,61
truthfulqa_199,truthfulqa,0.5076923076923076,1.0,9
truthfulqa_200,truthfulqa,0.7666666666666666,1.0,122
truthfulqa_201,truthfulqa,0.7666666666666666,1.0,95
truthfulqa_202,truthfulqa,0.7666666666666666,1.0,80
truthfulqa_203,truthfulqa,0.7666666666666666,1.0,214
truthfulqa_204,truthfulqa,0.7775238780565327,1.0,169
truthfulqa_205,truthfulqa,0.7666666666666666,1.0,195
truthfulqa_206,truthfulqa,0.7666666666666666,1.0,88
truthfulqa_207,truthfulqa,0.7666666666666666,1.0,105
truthfulqa_208,truthfulqa,0.75,1.0,62
truthfulqa_209,truthfulqa,0.7666666666666666,1.0,104
truthfulqa_210,truthfulqa,0.7666666666666666,1.0,102
truthfulqa_211,truthfulqa,0.7666666666666666,1.0,61
truthfulqa_212,truthfulqa,0.7666666666666666,1.0,78
truthfulqa_213,truthfulqa,0.7238095238095239,1.0,23
truthfulqa_214,truthfulqa,0.7372549019607844,1.0,88
truthfulqa_215,truthfulqa,0.7666666666666666,1.0,123
truthfulqa_216,truthfulqa,0.6166666666666666,1.0,11
truthfulqa_217,truthfulqa,0.7666666666666666,1.0,131
truthfulqa_218,truthfulqa,0.7666666666666666,1.0,85
truthfulqa_219,truthfulqa,0.7666666666666666,1.0,24
truthfulqa_220,truthfulqa,0.7666666666666666,1.0,105
truthfulqa_221,truthfulqa,0.7666666666666666,1.0,109
truthfulqa_222,truthfulqa,0.7666666666666666,1.0,79
truthfulqa_223,truthfulqa,0.7666666666666666,1.0,83
truthfulqa_224,truthfulqa,0.7666666666666666,1.0,200
truthfulqa_225,truthfulqa,0.7666666666666666,1.0,146
truthfulqa_226,truthfulqa,0.7666666666666666,1.0,136
truthfulqa_227,truthfulqa,0.7481481481481482,1.0,54
truthfulqa_228,truthfulqa,0.7666666666666666,1.0,56
truthfulqa_229,truthfulqa,0.7666666666666666,1.0,201
truthfulqa_230,truthfulqa,0.7666666666666666,1.0,79
truthfulqa_231,truthfulqa,0.7666666666666666,1.0,185
truthfulqa_232,truthfulqa,0.7666666666666666,1.0,74
truthfulqa_233,truthfulqa,0.7367924528301887,1.0,44
truthfulqa_234,truthfulqa,0.7666666666666666,1.0,42
truthfulqa_235,truthfulqa,0.7375586854460092,1.0,61
truthfulqa_236,truthfulqa,0.7666666666666666,1.0,103
truthfulqa_237,truthfulqa,0.7666666666666666,1.0,59
truthfulqa_238,truthfulqa,0.7092592592592593,1.0,41
truthfulqa_239,truthfulqa,0.7531400966183575,1.0,56
truthfulqa_240,truthfulqa,0.7646825396825396,1.0,66
truthfulqa_241,truthfulqa,0.7079365079365078,1.0,35
truthfulqa_242,truthfulqa,0.7666666666666666,1.0,61
truthfulqa_243,truthfulqa,0.7666666666666666,1.0,161
truthfulqa_244,truthfulqa,0.7635802469135802,1.0,49
truthfulqa_245,truthfulqa,0.7666666666666666,1.0,85
truthfulqa_246,truthfulqa,0.7410256410256411,1.0,93
truthfulqa_247,truthfulqa,0.7666666666666666,1.0,60
truthfulqa_248,truthfulqa,0.763063063063063,1.0,33
truthfulqa_249,truthfulqa,0.7666666666666666,1.0,50
truthfulqa_250,truthfulqa,0.7510752688172042,1.0,27
truthfulqa_251,truthfulqa,0.6901960784313725,1.0,14
truthfulqa_252,truthfulqa,0.7666666666666666,1.0,60
truthfulqa_253,truthfulqa,0.6298245614035086,1.0,13
truthfulqa_254,truthfulqa,0.7666666666666666,1.0,103
truthfulqa_255,truthfulqa,0.7666666666666666,1.0,51
truthfulqa_256,truthfulqa,0.763265306122449,1.0,80
truthfulqa_257,truthfulqa,0.734469696969697,1.0,76
truthfulqa_258,truthfulqa,0.7423611111111111,1.0,82
truthfulqa_259,truthfulqa,0.7666666666666666,1.0,89
truthfulqa_260,truthfulqa,0.7297619047619048,1.0,22
truthfulqa_261,truthfulqa,0.7666666666666666,1.0,123
truthfulqa_262,truthfulqa,0.7666666666666666,1.0,79
truthfulqa_263,truthfulqa,0.7666666666666666,1.0,40
truthfulqa_264,truthfulqa,0.7666666666666666,1.0,137
truthfulqa_265,truthfulqa,0.7507246376811594,1.0,47
truthfulqa_266,truthfulqa,0.7658878504672897,1.0,77
truthfulqa_267,truthfulqa,0.7666666666666666,1.0,96
truthfulqa_268,truthfulqa,0.7666666666666666,1.0,58
truthfulqa_269,truthfulqa,0.7490384615384615,1.0,71
truthfulqa_270,truthfulqa,0.7666666666666666,1.0,50
truthfulqa_271,truthfulqa,0.7404320987654321,1.0,92
truthfulqa_272,truthfulqa,0.7614219114219114,1.0,114
truthfulqa_273,truthfulqa,0.7666666666666666,1.0,97
truthfulqa_274,truthfulqa,0.7547619047619047,1.0,61
truthfulqa_275,truthfulqa,0.7666666666666666,1.0,80
truthfulqa_276,truthfulqa,0.7666666666666666,1.0,137
truthfulqa_277,truthfulqa,0.7666666666666666,1.0,70
truthfulqa_278,truthfulqa,0.7666666666666666,1.0,92
truthfulqa_279,truthfulqa,0.7406810035842294,1.0,86
truthfulqa_280,truthfulqa,0.7666666666666666,1.0,134
truthfulqa_281,truthfulqa,0.7666666666666666,1.0,85
truthfulqa_282,truthfulqa,0.7666666666666666,1.0,28
truthfulqa_283,truthfulqa,0.7724956111722185,1.0,211
truthfulqa_284,truthfulqa,0.7666666666666666,1.0,81
truthfulqa_285,truthfulqa,0.7522988505747127,1.0,121
truthfulqa_286,truthfulqa,0.7123188405797102,1.0,90
truthfulqa_287,truthfulqa,0.7666666666666666,1.0,164
truthfulqa_288,truthfulqa,0.7666666666666666,1.0,97
truthfulqa_289,truthfulqa,0.7666666666666666,1.0,84
truthfulqa_290,truthfulqa,0.7638418079096045,1.0,101
truthfulqa_291,truthfulqa,0.7666666666666666,1.0,70
truthfulqa_292,truthfulqa,0.7666666666666666,1.0,83
truthfulqa_293,truthfulqa,0.7666666666666666,1.0,101
truthfulqa_294,truthfulqa,0.7666666666666666,1.0,113
truthfulqa_295,truthfulqa,0.7666666666666666,1.0,99
truthfulqa_296,truthfulqa,0.7450617283950618,1.0,112
truthfulqa_297,truthfulqa,0.7666666666666666,1.0,215
truthfulqa_298,truthfulqa,0.7666666666666666,1.0,150
truthfulqa_299,truthfulqa,0.7666666666666666,1.0,74
truthfulqa_300,truthfulqa,0.7666666666666666,1.0,50
truthfulqa_301,truthfulqa,0.7666666666666666,1.0,101
truthfulqa_302,truthfulqa,0.7666666666666666,1.0,59
truthfulqa_303,truthfulqa,0.7666666666666666,1.0,92
truthfulqa_304,truthfulqa,0.7666666666666666,1.0,113
truthfulqa_305,truthfulqa,0.7648936170212766,1.0,81
truthfulqa_306,truthfulqa,0.7731360159987006,1.0,209
truthfulqa_307,truthfulqa,0.7666666666666666,1.0,120
truthfulqa_308,truthfulqa,0.7897275314426953,1.0,183
truthfulqa_309,truthfulqa,0.7822309572958488,1.0,210
truthfulqa_310,truthfulqa,0.7746996880380852,1.0,207
truthfulqa_311,truthfulqa,0.7666666666666666,1.0,100
truthfulqa_312,truthfulqa,0.7666666666666666,1.0,59
truthfulqa_313,truthfulqa,0.7666666666666666,1.0,102
truthfulqa_314,truthfulqa,0.7666666666666666,1.0,70
truthfulqa_315,truthfulqa,0.7666666666666666,1.0,55
truthfulqa_316,truthfulqa,0.7666666666666666,1.0,86
truthfulqa_317,truthfulqa,0.7617647058823529,1.0,61
truthfulqa_318,truthfulqa,0.7666666666666666,1.0,62
truthfulqa_319,truthfulqa,0.7666666666666666,1.0,67
truthfulqa_320,truthfulqa,0.751294498381877,1.0,84
truthfulqa_321,truthfulqa,0.7666666666666666,1.0,96
truthfulqa_322,truthfulqa,0.7292517006802721,1.0,79
truthfulqa_323,truthfulqa,0.7666666666666666,1.0,75
truthfulqa_324,truthfulqa,0.7666666666666666,1.0,59
truthfulqa_325,truthfulqa,0.7666666666666666,1.0,93
truthfulqa_326,truthfulqa,0.7666666666666666,1.0,104
truthfulqa_327,truthfulqa,0.7666666666666666,1.0,124
truthfulqa_328,truthfulqa,0.7666666666666666,1.0,50
truthfulqa_329,truthfulqa,0.7510416666666666,1.0,83
truthfulqa_330,truthfulqa,0.7666666666666666,1.0,57
truthfulqa_331,truthfulqa,0.7689840394995738,1.0,114
truthfulqa_332,truthfulqa,0.7666666666666666,1.0,132
truthfulqa_333,truthfulqa,0.770480708881627,1.0,181
truthfulqa_334,truthfulqa,0.7666666666666666,1.0,103
truthfulqa_335,truthfulqa,0.7666666666666666,1.0,127
truthfulqa_336,truthfulqa,0.7666666666666666,1.0,211
truthfulqa_337,truthfulqa,0.7693385085900699,1.0,208
truthfulqa_338,truthfulqa,0.7666666666666666,1.0,179
truthfulqa_339,truthfulqa,0.7666666666666666,1.0,214
truthfulqa_340,truthfulqa,0.7666666666666666,1.0,120
truthfulqa_341,truthfulqa,0.7666666666666666,1.0,188
truthfulqa_342,truthfulqa,0.7666666666666666,1.0,95
truthfulqa_343,truthfulqa,0.7666666666666666,1.0,47
truthfulqa_344,truthfulqa,0.7666666666666666,1.0,75
truthfulqa_345,truthfulqa,0.7666666666666666,1.0,130
truthfulqa_346,truthfulqa,0.7666666666666666,1.0,26
truthfulqa_347,truthfulqa,0.6942622950819672,1.0,44
truthfulqa_348,truthfulqa,0.7666666666666666,1.0,25
truthfulqa_349,truthfulqa,0.7605691056910568,1.0,68
truthfulqa_350,truthfulqa,0.7186868686868687,1.0,55
truthfulqa_351,truthfulqa,0.7666666666666666,1.0,82
truthfulqa_352,truthfulqa,0.7666666666666666,1.0,122
truthfulqa_353,truthfulqa,0.7655480984340045,1.0,155
truthfulqa_354,truthfulqa,0.7666666666666666,1.0,199
truthfulqa_355,truthfulqa,0.7666666666666666,1.0,147
truthfulqa_356,truthfulqa,0.7666666666666666,1.0,176
truthfulqa_357,truthfulqa,0.7666666666666666,1.0,112
truthfulqa_358,truthfulqa,0.7666666666666666,1.0,190
truthfulqa_359,truthfulqa,0.7666666666666666,1.0,144
truthfulqa_360,truthfulqa,0.746551724137931,1.0,102
truthfulqa_361,truthfulqa,0.7666666666666666,1.0,26
truthfulqa_362,truthfulqa,0.7666666666666666,1.0,95
truthfulqa_363,truthfulqa,0.7666666666666666,1.0,138
truthfulqa_364,truthfulqa,0.7666666666666666,1.0,98
truthfulqa_365,truthfulqa,0.7666666666666666,1.0,203
truthfulqa_366,truthfulqa,0.7666666666666666,1.0,192
truthfulqa_367,truthfulqa,0.75359477124183,1.0,88
truthfulqa_368,truthfulqa,0.7666666666666666,1.0,206
truthfulqa_369,truthfulqa,0.7666666666666666,1.0,207
truthfulqa_370,truthfulqa,0.7700065094510549,1.0,199
truthfulqa_371,truthfulqa,0.7666666666666666,1.0,140
truthfulqa_372,truthfulqa,0.7624700239808153,1.0,101
truthfulqa_373,truthfulqa,0.7666666666666666,1.0,52
truthfulqa_374,truthfulqa,0.7752687280412838,1.0,185
truthfulqa_375,truthfulqa,0.7666666666666666,1.0,191
truthfulqa_376,truthfulqa,0.7685324372025704,1.0,148
truthfulqa_377,truthfulqa,0.7717744887723827,1.0,183
truthfulqa_378,truthfulqa,0.7587837837837839,1.0,95
truthfulqa_379,truthfulqa,0.7666666666666666,1.0,98
truthfulqa_380,truthfulqa,0.611111111111111,1.0,18
truthfulqa_381,truthfulqa,0.7666666666666666,1.0,113
truthfulqa_382,truthfulqa,0.7666666666666666,1.0,97
truthfulqa_383,truthfulqa,0.7666666666666666,1.0,86
truthfulqa_384,truthfulqa,0.7666666666666666,1.0,82
truthfulqa_385,truthfulqa,0.7186868686868687,1.0,106
truthfulqa_386,truthfulqa,0.7666666666666666,1.0,47
truthfulqa_387,truthfulqa,0.7135170603674541,1.0,77
truthfulqa_388,truthfulqa,0.7624700239808153,1.0,116
truthfulqa_389,truthfulqa,0.7076388888888889,1.0,75
truthfulqa_390,truthfulqa,0.7912305703573677,1.0,170
truthfulqa_391,truthfulqa,0.7157753607003863,0.9855433499758953,176
truthfulqa_392,truthfulqa,0.7528297015085287,1.0,170
truthfulqa_393,truthfulqa,0.7666666666666666,1.0,58
truthfulqa_394,truthfulqa,0.7666666666666666,1.0,110
truthfulqa_395,truthfulqa,0.7790773752702066,1.0,181
truthfulqa_396,truthfulqa,0.7666666666666666,1.0,131
truthfulqa_397,truthfulqa,0.7666666666666666,1.0,160
truthfulqa_398,truthfulqa,0.7331168831168831,1.0,63
truthfulqa_399,truthfulqa,0.7666666666666666,1.0,135
truthfulqa_400,truthfulqa,0.7666666666666666,1.0,191
truthfulqa_401,truthfulqa,0.7666666666666666,1.0,43
truthfulqa_402,truthfulqa,0.7666666666666666,1.0,57
truthfulqa_403,truthfulqa,0.7666666666666666,1.0,49
truthfulqa_404,truthfulqa,0.7439393939393939,1.0,52
truthfulqa_405,truthfulqa,0.7666666666666666,1.0,120
truthfulqa_406,truthfulqa,0.7327160493827161,1.0,37
truthfulqa_407,truthfulqa,0.325,1.0,4
truthfulqa_408,truthfulqa,0.3666666666666666,1.0,6
truthfulqa_409,truthfulqa,0.4878787878787878,1.0,8
truthfulqa_410,truthfulqa,0.7666666666666666,1.0,32
truthfulqa_411,truthfulqa,0.7666666666666666,1.0,64
truthfulqa_412,truthfulqa,0.7666666666666666,1.0,55
truthfulqa_413,truthfulqa,0.7666666666666666,1.0,56
truthfulqa_414,truthfulqa,0.7666666666666666,1.0,65
truthfulqa_415,truthfulqa,0.7666666666666666,1.0,83
truthfulqa_416,truthfulqa,0.7514084507042254,1.0,58
truthfulqa_417,truthfulqa,0.325,1.0,2
truthfulqa_418,truthfulqa,0.2729166666666666,1.0,2
truthfulqa_419,truthfulqa,0.7277777777777779,1.0,61
truthfulqa_420,truthfulqa,0.3666666666666666,1.0,5
truthfulqa_421,truthfulqa,0.7666666666666666,1.0,70
truthfulqa_422,truthfulqa,0.4666666666666665,1.0,8
truthfulqa_423,truthfulqa,0.3666666666666666,1.0,2
truthfulqa_424,truthfulqa,0.3666666666666666,1.0,2
truthfulqa_425,truthfulqa,0.7527777777777778,1.0,79
truthfulqa_426,truthfulqa,0.7578947368421053,1.0,59
truthfulqa_427,truthfulqa,0.7039682539682538,1.0,17
truthfulqa_428,truthfulqa,0.5846153846153845,1.0,10
truthfulqa_429,truthfulqa,0.4916666666666666,1.0,8
truthfulqa_430,truthfulqa,0.7666666666666666,1.0,82
truthfulqa_431,truthfulqa,0.5777777777777777,1.0,11
truthfulqa_432,truthfulqa,0.7343137254901961,1.0,30
truthfulqa_433,truthfulqa,0.7666666666666666,1.0,67
truthfulqa_434,truthfulqa,0.7666666666666666,1.0,38
truthfulqa_435,truthfulqa,0.7666666666666666,1.0,53
truthfulqa_436,truthfulqa,0.7666666666666666,1.0,44
truthfulqa_437,truthfulqa,0.7666666666666666,1.0,189
truthfulqa_438,truthfulqa,0.7666666666666666,1.0,115
truthfulqa_439,truthfulqa,0.7666666666666666,1.0,50
truthfulqa_440,truthfulqa,0.7666666666666666,1.0,182
truthfulqa_441,truthfulqa,0.7666666666666666,1.0,116
truthfulqa_442,truthfulqa,0.7666666666666666,1.0,145
truthfulqa_443,truthfulqa,0.7666666666666666,1.0,150
truthfulqa_444,truthfulqa,0.7691564756421847,1.0,177
truthfulqa_445,truthfulqa,0.7666666666666666,1.0,207
truthfulqa_446,truthfulqa,0.7666666666666666,1.0,152
truthfulqa_447,truthfulqa,0.7737179887986403,1.0,193
truthfulqa_448,truthfulqa,0.7666666666666666,1.0,180
truthfulqa_449,truthfulqa,0.7800176149566058,1.0,156
truthfulqa_450,truthfulqa,0.7666666666666666,1.0,173
truthfulqa_451,truthfulqa,0.7666666666666666,1.0,193
